text; label; domain
Produk saya kurang,terus uang saya tidak di kembalikan; 0; acc; 1
Gajelas orang beli ga dikirim. padahal udah diingetin berkali kali masih pura pura gatau aja. emang ga ada profesionalnya sama sekali tokonya. minta untung banyak!!; 0; acc; 1
sya pesan bando 11. yg dteng cma 8. di chat gk ad respon lg, emg hrga gk seberapa,, tp kan klo gini kecewa, bru prtama kali pesen udah begini, tlong di tingkat lg kepuasa planggan, dan lbih tgung jwb lg; 0; acc; 1
Gk ada barangnya 😁 Saya saranin kalau mau belanja disini di pikir 1000× dulu barang yang datang gk lengkap saya pesan 17 barang yang datang cuman 8😣 kan rugi ongkirnya mahal😣 waktu saya lihat komen" yang lain ternyata hampir semu sama barang yang datang gk lengkap😣; 0; acc; 1
D gnti warna ny sama no 15, gk konfirmasi lagi klo mau d ganti atau gak ada barangnya... ; 0; acc; 1
Bandana saya ga dikirim. Ga teliti banget boz. Even harganya murah seharusnya tetap bertanggung jawab boz.; 0; acc; 1
Bandonya ga ada tp dikonfirmasi dulu malah diganti bross; 0; acc; 1
Tidak puas, brang kosong, janji mau balikin uang, tapi tak dikirim2; 0; acc; 1
Bagus tapi tipis ; 0; acc; 1
Balikin uang saya. Krn barang tidak semua nya di kirim; 0; acc; 1
Padahal mintanya warna merah, dikasih warna gini, mana punya temen lagi😭 yang lainnya mah bagus; 1; acc; 1
Saya pesan bandana 8 tapi cuma di kirim 5,sudah saya chat tapi gak di respon; 0; acc; 1
Barang ga sampai malah wkwk entah dicek atau tidak sebelum dikirim; 0; acc; 1
2 barang tidak terkirim, awal awal dichat balasnyaa lamaaa sekali, pengiriman juga sangat lama.; 0; acc; 1
Baru kali ini belanja barangnya kurang pesan bandananya , saya males video2in ketika buka karena saya pikir trust toko , uda lama pemgiriman , yg d kirim kurang . Sangat ga recomend; 0; acc; 1
udah paket dtgnya lama,salah pula pas di mintain tanggung jawab malah nanya bukti yg gaada padahal sudah ada bukti akuratnya haduh gmn sih:( kalau salahnya cuma warna doang mah saya maklumi tapi ini bener2 salah 100% kalau emg gamau tuker setidaknya minta maaf dan mengakui kesalahannya,benar2 kecewa; 0; acc; 1
Maaf seller tak kasih bintang satu sampai uangku di refund :)) jadi ceritanya barangnya tuh kosong gengs trus katanya mau di transfer tapi suruh nunggu karna keuangannya sibuk..  Eh sampe sekarang gatau dehh; 0; acc; 1
Ada 3 yg ga dikirim topi bucket 2 . Udah pengemasan lama makan tu uang haram LINDA & ANNE jualan tu yg jujur kali bodoamat dah gua kasih bintang 1 semua!!!! Mampus JANGAN BELI DITOKO INI POKOKNYA YA GUA SARANIN; 0; acc; 1
Nyesel order disini masak mau minta ganti rugi karena barang Yg dikirim kurang harus upload2 diyoutube pdahal lewat whatsapp kalau ngk instagram kan bisa Masak katanya ngk punya whatsapp dan instagram kan ngk mungkin Intinya nyesel gue order disini!!!😠😠😠😠; 0; acc; 1
Selllernya gajelas, kalo gak mau kecewa jangan beli di sini, kalo mau beli terserah kalian aja, cuma ngingetin; 0; acc; 2
Uk pesanan saya yg #6dan #9 kenapa di ganti warna gelap dan tidak sesuai pesanan.kenapa pihak toko tidak konfirmasi kalo ada pengganti warna.; 0; acc; 2
Pesen 14 barang, 6 pesanan salah! Gk konfirmasi tiba" dateng beda, saya yang rugi jadinya, buat yang mau dijual lagi mending ditulis motif random aj, kalo bisa jangan belanja disini; 0; acc; 2
Besok2 akui aja kalau salah ya sis,,maaf bukan niat matiin rejeky olshopnya,tapi memang barang yg dikirim beda,dan ada yg kurang tdk dikirim. sudah chat baik2 saya dpt jawaban yg menyinggung saya, murah harganya yg penting kepercayaan nya biar selalu lancar. Konfirm retur juga lamaaaaaa; 0; acc; 2
BAGI YG BELANJA DISINI HARAP HATI² PEDAGANG INI TIDAK PERNAH JUJUR MENJUAL DAGANGANGANNYA. SAYA SANGAT KECEWA SEKALI! INI 3 KALI SAYA ORDER.ORDERAN PERTAMA ADA YANG RUSAK DAN ADA YANG TDK DIKIRIM. SAYA MINTA UANGNYA KEMBALI KATANYA AKAN DI TF.TAPI SAYA DI BOHONGI. SUDAH HAMPIR 3minggu tdk di TF.; 0; acc; 2
Pengiriman cepat tapi sayang sekalih saya sangat rugiiii barang saya 9 buah tidak di kirin 😭 saya sangat menyesal padahal mau saya buat langganan dan sudah 3 kali beli di sini 😭 saya kecewa. ; 0; acc; 2
Barangnya bagus tapi respon penjual sangat, sangat, sangat buruk, pengiriman sangat, sangat, sangat lama, 2 (dua) barang dikirim tidak sesuai dengan pesanan dan ada 1 (satu) barang yg tidak dikirim. Tokonya payah; 0; acc; 2
Pesan no 5 dan 12, yg datang no 15 dan 12, Kalau alasannya salah lihat sih rasanya gak profesional banget sih yaa. Kayak baru pernah terima pesanan aja 😊; 0; acc; 2
Tidak semenarik di gambar.. bahannya bukan bahan kaos....; 0; acc; 2
Saya mintak kuning,tapi dikasih warna putih,kecewa sedikit,kuning yg di pesan yg datang putih aduuh.; 0; acc; 3
Qlo beli bando emang baru petals Kali disini, cuma ini admin Dari dulu kurang teliti Ada aja yg salah...  Pdahal psen 3 deba2 motif  Tolong yg teliti ya; 0; acc; 3
Salah Varian, harusnya #9 tpi yg dikirim mlhan varian #16. Padahal saya udah nunggu2 dgn warna yg saya suka :(; 0; acc; 3
Barang nya bagus, enggak ada yang cacat, pengiriman nya juga cepad, sesuai laa sama harga nya. Pas; 1; acc; 3
Barang yang di kirim ada yg cacat patah semua, mau tanggung jawab pengembalian dana, tpi yg di kembalikan cumn sparuh uangnya, tpi ownernya juga ramah kok ; 0; acc; 3
Maaf yg ni bintang 2 krn salah produk tp krn aq males ribet retur yaudh gpa2 lah; 0; acc; 3
Bagus sih barangnya. Hanya ada 1 bandana yang sambungannya keliatan banget.. Smga bsok bisa di cek lagi waktu pengemasan ; 1; acc; 3
KECEWA BERAT ,, saya pesan semua warna ada sesuai dengan pesanan tapi untuk barang no #15 saya beli 6pc ngak ada satu pun ,, padahal udah 3x beli disini ini yang terakhir mengecewakan ; 0; acc; 3
pesan 2 motif berbeda tapi yang datang motifnya sama semua :(; 0; acc; 3
Bandonya nyaman sekali tiap hari saya pakai untuk tidur lumayan lah dengan harga segituubisa dapat bando yg lucu; 0; acc; 3
Ga sebagus ky biasanya barangnya... ini terlalu besar yg bulu, dan yg fendi trlalu kecil  . Dan pesanan saya yg kurang blm jg direfund pdahal saya berkali2 order disini . Katanya mau refund smpe skrg ga direfund jg dr tgl 12 juni 🤦‍♀️; 0; acc; 3
bandonya ga ada kemasanya ,cuma kain doang di bungkus paket haruse kan ada kemasane gtu biar klo di jual lebih sopan..klo ga ada kemasane jdi kyak barang bekas gtu; 0; acc; 3
Bandananya salah warnaaaaaaaaaaaaaaaaaaaaaaa tapi gapapa lah yang penting bisa di pakaaaaaaaaaaaaaaaaaaaaaaiiiiiiiiiiiiiiiiiiiii; 1; acc; 3
Bandonya kecil, kyk ukuran bando anak2..; 0; acc; 3
motif beda sama yg dipesan,,, pembeli saya kecewa tidak jadi beli, saya rugi; 0; acc; 3
produknya sih sesuai sama gambar cuma bahannya kurang suka tipis banget tapi semuanya baik kok; 0; acc; 3
Bagus tpi ketika dipakasi bikin pusing; 0; acc; 3
yang ga saya suka dr toko ini barang saya 10 biji gak dikirim sama dia terus dia gak mau tanggung jawab padahal dia yang salah ga teliti atau entahlah apa? disuruhnya pesen lagi ke dia baru nanti barang yg kurang diselipin??? yaudah mending ganti uang aja ; 0; acc; 3
Sayangnya bando biru nya ga sesuai ekspetasi, warnanya kusam dan agak buruk. Aku pikir sesuai ekpetasi.; 0; acc; 1
Gak smpet fto dah ku oke sukaaa bangett sesualah harga segtu; 1; acc; 4
Suka sekaaaaaliii pokoknya. Ngak tau mau bilang apa intinya cantik; 1; acc; 4
Kualitas produk standar dan sesuai ekspektasi. Harga produk termasuk murah dengan variasi produk yang beragam dan unik. Respon penjual juga baik.; 1; acc; 4
Realpict.. Keren banget motifnya.. Rekom yg bangau pink sma batik biru.. Cantik bangett; 1; acc; 4
Kurang suka sih,tapi ngk papa lah,dengan seharga segitu; 1; acc; 4
Bagus sekali gaes, ayo belanja di tokonya ini buruannnnn.; 1; acc; 4
Kualitasnya sangat bagus banget dan lagi cocok untuk pergi saat OOTD... pokoknya baguslahh,packingnya kalo bisa jangan asal an yahh😄; 1; acc; 4
Bagus 👍😎👍😎 saya suka bagus lucu imut dan sesuai gambar yang terdapat di tempat nya 😎 produk sesuai pesanan yang saya pesan 📱📱📱📱📱📱; 1; acc; 4
Bando ya bagus real pict pokonya harganya murah tapi ga keliatan murahan.pengirimannya juga lumayan bagus.makasih ya sis; 1; acc; 4
bahannya lumayan tipisss tapi bagusssss siii warnanya sama motifnya uwuwuwwuw; 1; acc; 4
Anak ku suka sama bandonya, top deh pokoknya, pengiriman juga cepat; 1; acc; 4
Barangnya baguss, scrunchienya juga cute cuma sayang ada 1 barang yang ga kekirim tapi yaudahlah cuma maaf aja jd dikurangin bintangnya. Lain kali lebih teliti ngecek barang ya seller. ; 1; acc; 4
produk ada yang ga dikirim dong.. hahaha walopun murah tetep eman eman.. next tolong dicek lebihhhhhhhh teliti lagi.. tp produk okelah.. maturnuwun; 1; acc; 4
Satu mesennya apa dikasihnya apa huhu,  tapi keseluruhan bagus sih cuma kecewa disitu aja ; 1; acc; 4
Yang 2 bandonya baguss semuaaaa tapi yg satu sobek ,tpi pihak penjual sudah ditanggapi dengan baikk  atas komplinan saya .terimakasih; 1; acc; 4
Produk bagus pengiriman juga cepet tapi minusnya saat barang kosong ngga dikonfirmasi terlebih dahulu untuk ganti warna atau yang lain; 1; acc; 4
Ini emng aslinya apa di kirim yang mendekati sihh , di gambar warna putih yang di kirim warna abu , tapi ya ngk papa sih masih aman cuma itu aja ; 1; acc; 4
Selalu puas kalo beli. Pengiriman cepet banget, tapi sayang gak pernah dikasih bonus walaupun langganan juga wkwkwkwk; 1; acc; 4
Headband berguna buat mandi, ok lah harga segitu happy banget; 1; acc; 4
Bahannya licin di kepala, bandana mudah bergeser, yang warna biru lebih longgar dari dua bandala lainnya.; 0; acc; 4
Lucu, bahannya ku kira alus gitu gataunya agak nonjol kasar, gak telalu kencang jadi gak sakit. Sesuai gambar cuma lebih gelap sedikit; 1; acc; 4
Bandonya sih ga terlalu mahal tapi kainnya tipis warna jg krg keluar..jd yah lumayan lah ya untuk harga segitu.; 1; acc; 4
Beda bahan ternyata tapi tetap bagus..gak sakit di kepla pas di pake..; 1; acc; 4
Ok udah dateng barangnya. Mayan lah dengan harga sgitu ada yg worth it ada jga yg B aja.; 1; acc; 5
Barang barang nya udah sampe Seneng banget, Bagus bagus semua nya, Gak nyesel belanja disini ,Makasih kakak semoga dagangan nya berkah laris manis; 1; acc; 5
dari september sampe sekarang keknya udah 5 kali order disinii wkwkwk selalu sesuaii banget gapernah nyesel gaes🥰🥰🥰 pengiriman juga cepat!; 1; acc; 5
Bagusss suka kali ini ada beberapa barang yang kosong tapi gpp diganti sama barang Lain. Overall bagus makasih yaa sukses selalu; 1; acc; 5
lucu baanget, dateng sesuai pesanan, packing rapih, tidak berantakan dan tidak hancur. terima kasih seller; 1; acc; 5
Sudah sampe sisttt kemaren paketnya baru sempet review sekarang. Bagus ga licin juga bahannya. Respon penjual juga ramah. Pengemasan dan pengiriman juga cepat. Thank youu ; 1; acc; 5
Produknya bagus, produknya sesuai dengan harganyaa, tapi bahannya aga kasar si but its okey masi bagusss thankyou seller; 1; acc; 5
Alhamdulillah sekarang jumlah dan varian pesenannya udah betul makasih seller.. Kualitas sesuai dengan harga nya..; 1; acc; 5
Bando kain nya sangat halus jahitan rapi dan ukuran untuk orang dewasa; 1; acc; 5
Ini juga bagus banget...nyaman dipakai...enggak pusing dikepala..; 1; acc; 5
beli dsini.. ud gk salah lagi deh... sellernya apik terpercaya ada apa2 langsung chat aja dilayani dengan baik dan detail...  thanks sudah memberikan sperti yg di inginkan..; 1; acc; 5
Terima kasih seller, bandana nya ud mendarat dgn selamat tanpa cacat sdktpun.. Nyaman dpke nya, g bikin sakit d kepala.. Next mw order lg ach  😍😍😉; 1; acc; 5
Cepat sekali sampainya. Produknya sesuai pesanan semua. Tp yg biru agak kekecilan dikepalaku. Mungkin karena baru. Terima kasih.; 1; acc; 5
Bagussss, lucu warna nya sm motifnya jg, pengiriman super fast; 1; acc; 5
Terimakasih barang sampai dengan baik pengiriman cepat barang bagus sekali karetnya kenceng tapi ga bikin pusinf. Sangat puas dengan pelayanan seller yang ramah dan fast respond. Terimakasih ya; 1; acc; 5
Lucu banget bandonya, warnanya gemes, motifnya banyakk, lucu lucu banget, harganya murah lagi, recomended banget si ini buat cewe cewe biar keliatan lucu. Keren abis deh!; 1; acc; 5
Ada harga ada kualitas sih,  tapi segini sih yah lumayan lah,  murah bisa COD lagi,  semoga tambah laris... ; 1; acc; 5
Yeayyy sudah datang dan sesuai deskripsi bagus banget bandonya plus harga murmer loh dan jahitan rapi. Thanks seller 👍; 1; acc; 5
Akhirnya sudah datang pesenan ku alhamdulillah bandonya lucu warna dan motif nya cantik harganya juga murinv sekalj aku suka bgt semiga awet ya..respon penjual rama; 1; acc; 5
Bandananyaa bagusss warna sesuai gambarr sihh real pict pengiriman lumayan cepatt thankyouuuuu; 1; acc; 5
Bandonya tidak licin dipakai. Pas di kepala, tidak kebesaran. Motifnya bagus2 warna kalem; 1; acc; 5
Berkualitas dan sama banget sama gambarnya. Makasih banget ya kak! Sellernya fast sih ngirimnya and no problem sama sekali. Thankyou!; 1; acc; 5
Makasih min barang dah sampai sesuai pesanan hand band nya lucu banget suka pas banget di kepala ga kekecilan; 1; acc; 5
baguss ya walaupun dasarnya agak tipis tapi ttp cantikkk pollll; 1; acc; 5
bagus sih motifnya lucu lucu..tapi  bahannya kurang melar..; 1; acc; 5
Lumayan dengan harga murah tapi tidak murahan pastinya puas deh belanja di sini ; 1; acc; 5
Bandonya bagus dan nyaman dipakai. Kainnya juga bagus sekali; 1; acc; 5
wauuw barangnya bagus banget, komplit sesuai pesanan, gaada yang kurang, cucok meong, tx seller good luck; 1; acc; 5
Bondunya uculll parahhhh..... Nyesel cman beli sedikittt..... ; 1; acc; 5
Barang lengkap dan sampai dengan selamat..sedikit ragu sih beli disini ,karena banyak yang bilang barang dateng gak lengkap, tapi barangku dateng nya lengkap..hikss terharuu aku..pengemasannya cepat dan pengirimannya pun ugha cepat ..thx kakak🥰; 1; acc; 5
Barang bagus sesuai harga enak di pakai ,recomended deh next order lg; 1; acc; 5
Meskipun harga nya murah tapi kualitasnya bagus dan sesuai foto. Puasss. ; 1; acc; 5
Bahannya kaku tidak molor Tapi cocok lah sama harganya yang murah meriah; 1; acc; 5
kerennnn siiiiiii bahannya tipiss bener kekecilan siii di aku tapi aku sukaaa; 1; acc; 5
Suka banget sama produknya😍 Bahannya bagus banget,nyaman dipakai Harganya juga terjangkau😘; 1; acc; 5
Pokonya Mantull Deh Belanja Disini😍Meski Barang Ada Yang kurang+Jam tangan Nya ada yang mati 1 Tapi Penjualnya Baik Bangett ,Dia Mau Ganti Rugi😋😚Thank You; 1; acc; 5
Produk nya gak ada yg lecet ataupun kurang🥰 suka belanja di sini 🤗 langganan dehh😘; 1; acc; 5
Bagusss semuanyaaa bandonyaa warnanya cantik sesuai fotoooo; 1; acc; 5
Terimakasih, barang sudah datang dengan lengkap tanpa kurang dan puas sekali ya.. next time bakalan order lagi hehehe sekali lagi terimakasih banyak 🙏; 1; acc; 5
Warna dan motif cantik, jahitan rapi, pas di kepala, thank you seller; 1; acc; 5
Makasih kak barangnya sudah sampai sesuai realpic pada gambar suka bahannya juga bagus lope lope pokoknya; 1; acc; 5
Alhamdulillah semua barang yang aku pesan itu bagus banget dan gak ada cacatnya nggak komplain sih terima kasih semoga kita langganan; 1; acc; 5
Lumayann sihhh dengann hargaa segituuuu, tapi yaa agak tipis tapi gamasalah sihhhh masih baguss cocok dipakee warnaa kuningnyaa cerah bet dah wkwkkk; 1; acc; 5
Bagus bgt, sukaaa gespernya tebel hehehe, tapi ada kalung yg ga kekirim, semoga next order kalungnya diselipin ya ka, soalnya pesenan orang😭🖤🖤🖤; 1; acc; 5
belanja yg kedua kalinya ditoko ini gapernah kecewa, alhamdulillah ya, malah dapet bonus topi😆🥰🥰🥰🥰; 1; acc; 5
untuk dijual lagi ini bener bener worth it tapi tulunk kak jangan sampai kurang lagi 1 dan meskipun kurang 1 sudah bertanggung jawab adminnya terimakasih banyak🤗; 1; acc; 5
Bandonya pas kalau dipakai, nggak kekencengan, murah lagi wkwkwk, makasih ya kak; 1; acc; 5
Yg jual baikk bgtttt. Kukira pas buka bungkusnya dia salah kirim warna jam. Eh ternyata dia kasi bonus dong. Baik bgt wes pokoee ; 1; acc; 5
kualitas barang sesuai dengan yang ditawarkan. harga bersaing banget dibandingkan store lain. murah! tokonya juga komplit. jadi bisa sekalian belanja kebutuhan barang lainnya. pasti langganan terus di toko ini karena kualitas barangnya bagus dan dikirim sesuai pesanan. macamnya juga banyak. thanks..; 1; acc; 5
dari semuanya kayaknya aku paling suka yang ini sihhh bagusss banget motifnya sukaaaa hehehemakasi; 1; acc; 5
Bagus syukaaa Alhamdulillah amanah kali ini jam tangannya nyala semuaaa,,, terimakasih yaaa semoga sukses selalu dan selalu amanah bakal langganan insyaallah terimakasih; 1; acc; 5
Ihhh suka bnget ma bandananya super lucuu otewe order motif laen yey; 1; acc; 5
Uwuuuu.....barang nya bagus bangett dan harga bandana ini murah tapi kualitas nya bagus bangettt...pokonya aq ngk nyesel beli di shope dan kurir nya ramah juga pokonya uwu.....deh🥰😘😘; 1; acc; 5
Bahan nya bagus, sesuai tertera di keterangan.. Pengiriman juga cepat, nyaman bgt di pakek.. Cocok buat di jual lagi harga nya😁 MURCE!; 1; acc; 5
Bagus jam tangannya, sesuai pesanan, real pict, harga murce. Sayang pengemasannya lama.... Tapi puas sama barangnya . Mksih.; 1; acc; 5
Mengapa gagangnya yang satu susah dibuka,jadinya gak bisa dipakai. Saya sangat kecewa; 0; acc; 2
Pesanan saya kurang 10 pcs kaos kaki dan 2 popsocet . Pengembalian dananya ribet banget padahal cuma 28rbu . Di whtsap ga direspon sama sekali ,  Vidio unboxing sudah dikrim tpi masih di bilang yg kurang cuma 2 produk 🔥 Pengembalian dananya di balikin cuma 28 rupiah . Gak amanah ,ngambil hak orang .; 0; acc; 1
ada yg patah, padahal ditaruh ditengah, yg lain ngga cacat,  potongan kecil yg patah bisa diluar plastik nya. kalau stok ny kurang knp ga chat dulu, pesan hijau5 yg 1 baret. pesan kuning 10 yg 1 dikasih kuning mix putih. ; 0; acc; 1
Kalau untuk barang sih ok, cmn agk kesel karna pengiriman barang telat satu hari jadi harus diperpanjang dlu masa garansi nya.; 0; acc; 1
Kesel sekali padahal aku pesen yg putih pink tapi yg di kirim pink. Gk ada fotonya soalnya males foto😏; 0; acc; 1
Tolong lah ya dalam pengemasannya di perbaiki lagi masa pas di buka patah kacamatanya ah sangat mengecewakan ; 0; acc; 1
INI TOKO GAK AMANAH, GUA KASIH TAU SAMA LU SEMUA YANG MAU BELI DISINI MENDING GAK USAH. BARANG GUA GAK DIKIRIM, PAS DITANYA BANYAK CINGCONG, GUA DOAIN GAK BERKAH TU DUIT GUA, MAKAN SANA ITU DUIT! INTINYA CUMA ALLAH YANG TAU, GAK BERKAH SEUMUR IDUP TU DUIT. GAK IKHLAS.; 0; acc; 1
Kacamatanya oke  Tapi beberapa barang  lain ada yg rusak  Di mintain pengembalian gk di kasih; 0; acc; 1
Kaca matanya semua pecah ; 0; acc; 1
Gimana to kak niat jualan gak klk gak ada warnanya seharusnya inbox dong ini gmn rugikan saya gitu gak mau kan klk rugi. ; 0; acc; 1
Udah terlanjur klik barang diterima , padahal ternyata barang kurang satu . gantungan kunci van ga dikirim. Udah empat kali order disini dan 4 kali jga selalu dibikin kecewa karna barang ga lengkap . semoga diampuni dosa² para pekerja di toko ini karna berjualan dengan tidak jujur dan amanah ; 0; acc; 1
Pesenannya kurangggggggggggggggggggggggggggggg satuuuu parah bgt sih kacamata juga susah dibuka pasti patah kecewa ah; 0; acc; 1
Barang saya dikrim gak lengkapp , sudahh di kasih tauu tapii gak di selesaiin , kloo ada ketentuann langsung aja dri awal kasih tau lengkap ; 0; acc; 1
Pengiriman cukup lama sekali,,barang jga lebih kecil dibnding toko lainny; 0; acc; 1
Kacamata y tidak ada didalam packaging. Padahal udh pesan itu alhasil zonk. ; 0; acc; 1
Toko PENIPU uang 11ribu aja di masukin kantong 😆 Bayar di akhirat ya, mampus lo bawa uang 11 ribu ke akhirat; 0; acc; 1
Sebenernya akhirnya ga saya pake, burem 😭 hiks cuma ga tega buat jual lagi aja thanks seller anyway~; 0; acc; 2
Batangnya ga bisa diberdiriin gimana ya🙄; 0; acc; 2
Kurang satuuu bikin customer kecewa!!!; 0; acc; 2
Pesen kacamata tapi pas sampe kacamata nya gak ada; 0; acc; 2
Saya kasih bintang 3 karna ada barang cacat, tidak bisa di jual lagi. Mau di ajukan pengembalian juga gimana bingung karna ini barang pesanan untuk di jual lagi. Jadi saya mau ga mau rugi lah dikit. Semoga ke depannya lebih teliti, barang di cek lagi sebelum pengemasan dan di kirim. Terimakasih; 0; acc; 3
Sebagian kacamata nya pecah; 0; acc; 3
Alhamdulillah barangnya sudah sampai, tapi kecewa karena dikirim tidak sesuai pesanan pesen itam eh yang datang coklat itu pun tanpa konfirmasi, untuk kedepannya supaya kalo ada barang yg kosong tolong d informasikan dulu ya kak; 0; acc; 3
Barang dua minggu baru sampai,  pengemasan kurang bagus,  barang rusak di kirim,  dan ada 6 barang tidak di kirim, merasa di rugikan 😢😢😢😢; 0; acc; 3
Kok nggak di kirim y kak kacamatanya??; 0; acc; 3
gagang patah 😞; 0; acc; 3
Pesen yang hitam tapi yang datang ungu. Padahal di rumah udah ada yang ungu. Jadinya nggak kepake deh.; 0; acc; 3
Pesanan saya ada 16 kacamata lengkap semua tapi saya pesannya nomor 9 itu warna hijau , dan warna 2 iti wrna silver, ini dikirim warna lain dan warna hitam bening dua soalnya ini pesann orang semua, jdi masukan untuk ownernya harap lebih teliti lgi dalam pengemasann barangnya ya🤗 ; 0; acc; 3
Pesanan sudah sampai dan sesuai. Cuma sedikit kecewa kok kacamata nya gak bisa di buka sih; 0; acc; 3
Aku pesen warna item sama item bening kok yang dateng ungu sama item bening si; 0; acc; 3
Sempat harap² cemas membka paket ini karna yang kemarin² tidak beres pesenannya. Yang kali ini untungnya lengkap ga kayak biasanya yang selalu ada masalah baik barang kurang maupun salah kirim jadi berasa kayak mimpi klo produknya bsa lengkap; 0; acc; 3
Botol doff biru saya gak dikirim padahal itu pesenan customer :'( kapok belanja di sini; 0; acc; 3
Kacamata minta hitam dikirim merah Rugi saya mbak2; 0; acc; 3
Warna ungunya tidak ada padahal sudah pesan barang tidak datang; 0; acc; 3
Bagus dong dengan harga segitu suka banget,  nysel beli duaa; 1; acc; 4
Terima kasih atas kerjasamanya dalam berdagang, produknya bagus terima kasih Saya suka,; 1; acc; 4
Pengirimannya cepettt bgt cuma sehari doang. Packingnya juga tebel bgt bubble wrap nya jadi aman. Tapi sangat disayangkan kacamata nya patah, pasti bukan dr pengiriman karena bubble wrap nya tebel bgt, dan kalung nya ga dikirim tp kaka nya baik lgsg pengembalian dana. Thank you kak~; 1; acc; 4
Kacamatanya bagus siih tpi maaf aku kasih bintang 4 krn kaca matanya ga sesuai pesanan aku pesannya pink putih (FKC01)#16 tpi yang datang malah warna merah; 1; acc; 4
Barang yang saya terima jumlahnya tepat tetapi ada 2 kacamata yang kondisinya cacat, kebaret di lensa/kacanya. Besok lagi tolong barang cacat jangan dikirim ke pembeli. Diteliti dulu sebelum kirim ke pembeli! Terima kasih.; 0; acc; 4
Baguss dgn harga murmerrr..tapi dikasi bintang empat karna kacamata warna ungu ada bekas lem korea...:(; 0; acc; 4
Alhamdulilah paketku sudah sampai semoga konsumen ku bisa sukaa tapi kaca matanya agak seret gitu tapi gk papa ; 1; acc; 4
kacamatanya parah 1 yg hitam. yang ungunya retakkkkkkkkkkkkk. ; 0; acc; 4
Kacamata nya yg hitam patah 😞 lebih telitih lagi yah ; 0; acc; 4
mksih brang sdh sampai.. saya kasih bintang 4 aja,, krna kurang teliti dlm pengemasan krna pesanan saya kurang 1pcs... ya walapun sdh pengembalian dana tp mohon ditingkatkan lg ketelitiannya.. kalau pun brang ksong hrs nya confirm dlu .. mkasih yaa, insyaAllah order lg...  ; 1; acc; 4
Produk bagus lengkap semua cuma pengiriman lama pas dibatalin malah di tolak seller habis itu baru kirim apa lagi lama nya di kirim kurir lama bgttt tpi gpp thanks seller; 1; acc; 4
Alhamdulillah kacamatanya bagus muarh meriah bisa buat gonta ganti dan bisa gaya gayaan..; 1; acc; 4
Kacamata nya satu salah warna yaa😢😢 Mintanya pink. Dikirimnya merah; 0; acc; 1
Bagus tapi ada goresan sedikit tapi gak papa lah; 1; acc; 4
Mintanya abu tapi malah dikirim hitam, tapi gak apa apa lah makasih ya kak:)); 0; acc; 4
Bagus tp yg sblah knan kya maw patah agak keras dibuka; 0; acc; 1
Padahal aku minta yg coklat bening tpi d kasih nya ini sangat dsayangkn; 0; acc; 1
Kunci tidak berfungsi padahal angkanya sudah di 000 tapi tidak terbuka2 🤔😡; 0; tech; 1
Beli 6 item yg dikirim cuma 5 item, barang yg ini gak di kirim; 0; tech; 1
intinya barang yang saya pesan rusak, dan respon dari penjual gak ada. ; 0; tech; 1
Ada pesanan yang tidak dikirim oleh seller, artinya proses checking barang sblm dikirim kurang baik; 0; tech; 1
Barang di toko tidak update, akhirnya konsumen yg dirugikan krn menggunakan skema pengembalian shopee, yg mana uang yg dikembalikan lbh kecil dibanding harga pembelian; 0; tech; 1
lain kali kalo brg sdh hbs seharusnya stok nya 0. jadi malh bikin rugi mn respon lama kyk siput 👿👿 mending jualan bakso aja lu; 0; tech; 1
Jangan bayangkan kalau ini akan anti maling. Bahan cuma dari plastik, tidak kokoh; 0; tech; 1
Pembelian sepaket dg kabel usb hub 3 port 120cm..tp kabel realnya 20cm. Artinya penyediaan brg dari toko tidak ok..; 0; tech; 1
Gemboknya gak bisa terkunci dan terbuka; 0; tech; 1
Nyesal belanja di sini. Produk murah tapi produk dikirim cacat dan barang tak sampai. Harus berantam dulu dengan penjual; 0; tech; 1
Tidak bisa di ubah kodenya; 0; tech; 2
Sangat tidak recomended, petunjuk penggunaan bahasa china, sekali gagal tak bisa dipakai; 0; tech; 2
Bagus sih cepat sampainya tapi sayang barangnya gak ada satu 😒
Saya disuru motoin kertas sama tanda tangannya udah saya buang ,aturan situ yang ngecek sebelum dikirim 😔; 0; tech; 2
Barangnya sudah sampai Barangnya sesuai pesanan Harga produk sangat terjangkau Tapi sandinya tidak bisa diganti; 0; tech; 2
Pesan 3 yang dikirim cuma 2 build quality kurang baik; 0; tech; 2
Rusak,gak bsa ganti kode; 0; tech; 2
Nomer kuncinya gaknbisa di atur gak sesuai ; 0; tech; 3
Lucu juga passwordnya begitu mudah untuk dicuri; 0; tech; 3
Masih belum bisa ngatur kodenya, pdhl udh ngikutin petunjuk, kasih tau caranya ya, ntar saya ubah jd bintang 5 deh; 0; tech; 3
Kualitas sesuai harga, lumayan buat sekedar gaya tas dikunci..... ; 1; tech; 3
Susah masukin dan kunci kode nya selalu error' dan malah gak bisa di buka ; 0; tech; 3
Walau sudah terkunci, masih saja tetep kita tekan, dia terbuka sedikit. Tdk trlalu safety kalau untuk tempat penting saya rasa.; 0; tech; 3
Saat diputer nomer kombinasi nya kayak rawan banget lepas.; 0; tech; 3
Barangnya bagus dan berfungsi, hanya saja ada sela 1 mili ketika dalam keadaan terkunci. ; 1; tech; 4
